538,1462.074462,2630.878662,10.820300,200.000000,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
538,-1942.795043,168.416397,27.000600,200.000000,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
538,1700.755126,-1953.653076,14.875599,200.000000,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
577,1477.463134,1647.458862,10.728099,180.274093,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
577,-1513.096313,-21.458900,14.064100,314.491485,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
577,2014.660522,-2493.966796,13.488699,89.653297,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
598,2269.036621,2460.231689,8.267399,181.933807,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
490,2278.032714,2459.183105,8.949500,1.666800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
490,2255.830078,2443.100585,8.247500,179.745895,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
490,2239.731689,2456.629394,1.403599,88.475700,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
598,2276.678955,2473.770507,1.020099,184.748901,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
598,2315.321289,2464.790283,1.021900,270.093688,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
523,2297.498046,2464.588134,1.000000,88.555999,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
490,2314.215820,2484.897949,3.399399,92.884902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
490,2240.092285,2436.712402,3.401700,91.853202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
598,2299.477050,2451.751220,3.019900,270.333099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
416,1590.546997,1849.989990,10.968999,359.859893,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
544,1769.617675,2075.194091,11.056699,179.568298,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
544,1750.658447,2077.113037,11.055800,180.044006,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
544,1763.485229,2076.707519,11.052499,179.671997,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
544,1757.078247,2075.039794,11.056799,177.555801,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
519,1328.619628,1612.250000,11.743700,270.000091,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
593,1352.110229,1779.000000,11.288000,270.000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
593,1352.111572,1801.500000,11.286299,269.999908,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
522,1676.433471,1322.159179,10.331999,87.718902,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
417,1286.872436,1449.625000,10.872200,270.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
553,1571.438476,1487.751342,12.168499,311.157714,71,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
553,1597.410888,1342.693481,12.186499,344.844909,71,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
487,1655.057617,1554.564941,10.987899,64.421096,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
487,1397.568969,1770.047485,10.997099,269.305999,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
487,1618.414306,1357.542846,10.989299,169.455505,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
469,1358.118896,1253.543579,10.828499,358.578796,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
609,1341.588623,1729.456420,10.886400,91.642799,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
519,1303.797119,1360.934814,11.740500,267.790710,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
511,1341.303100,1682.643188,12.196700,268.587005,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
512,1326.161132,1420.433349,11.102999,178.144104,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
513,1280.128051,1411.803222,11.365300,223.443206,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
515,1573.480102,1654.405761,11.842200,91.497596,24,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
435,1554.533813,1669.478393,11.454199,180.000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
435,1581.974243,1664.066528,11.452599,180.000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
404,1309.784790,1279.573486,10.554400,359.268096,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
411,1682.576904,1316.656127,10.547400,358.399414,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
436,1663.402587,1297.132080,10.587699,359.486694,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
439,1642.003540,1293.233154,10.715600,268.661499,54,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
462,1713.811767,1319.255859,10.416500,268.422210,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
474,1695.432983,1306.184326,10.585300,179.389099,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
480,1682.453247,1286.905761,10.594499,179.203994,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
420,1723.873046,1501.497924,10.518699,167.014007,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
420,1712.561035,1461.247070,10.537500,162.193298,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
420,1707.106689,1437.878662,10.450099,182.450500,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
438,1717.647949,1479.141723,10.744000,163.723403,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
438,1707.253662,1415.724975,10.564000,189.801605,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
437,1719.106201,1381.204223,10.625599,197.749694,123,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
485,1537.652832,1211.179443,10.470100,0.890799,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
592,1340.505493,1495.639648,12.016900,270.777008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
485,1353.343017,1642.027099,10.482500,175.000106,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
422,1325.315795,1278.718994,10.803700,180.693603,101,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
505,1282.698120,1304.375366,10.964699,82.884002,76,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
407,1282.089111,1477.378051,11.057700,244.141601,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
407,1312.903808,1580.936523,11.056200,272.974609,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
409,1944.060180,1346.048583,8.909299,180.259796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
409,1944.372436,1335.769287,8.909399,178.763504,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
409,2039.644287,1008.337219,10.471699,178.775604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
409,2108.151367,1440.662353,10.620300,268.155700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
409,2176.346679,1676.173828,10.620300,179.926498,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
409,2035.109863,1917.645385,11.976200,180.578094,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
587,2075.496337,1490.658935,10.397299,0.920700,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
451,2148.870605,1398.368774,10.520799,359.684814,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
558,2132.625244,1409.267822,10.450599,180.309906,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
420,2039.720703,1335.422729,10.450400,178.921493,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
420,2159.978271,1687.942749,10.533100,15.706999,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
420,2217.604003,1838.133056,10.597999,180.327194,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
420,2040.198974,1344.926757,10.449199,178.602706,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
562,2039.925659,1019.872802,10.330800,179.779006,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
562,1881.786743,964.042419,10.479700,89.316497,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
562,1881.530273,991.934875,10.478899,88.559402,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
562,1881.826293,1035.103149,10.478799,90.564201,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
562,1882.039306,1054.415893,10.479800,90.389198,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
543,1665.918212,900.604919,10.617899,154.146804,66,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
561,1655.638793,999.327819,10.634300,1.639400,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
516,1677.366455,988.137573,10.602100,359.739105,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
411,1889.276489,1934.040527,13.511899,180.061599,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
422,2791.836425,1997.444091,10.807900,358.216705,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
402,2812.985351,2026.320190,10.586999,181.286102,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
401,2822.080078,2169.389160,10.597499,270.859710,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
